"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"54009","1","10","71","0","2015","A","",7,28,1405201,0,0,959,49889,"",2.25,0.17,0.15,0.00,0.00,0.87,0.88,"",0,0.0,-4,-12.5,15840,1.1,0,0.0,0,0.0,113,13.4,5899,13.4
"54009","2","10","71","0","2015","A","",10,78,2945487,0,0,727,37803,"",2.83,0.29,0.27,0.00,0.00,0.92,0.92,"",0,0.0,1,1.3,130532,4.6,0,0.0,0,0.0,26,3.7,1363,3.7
"54009","3","10","71","0","2015","A","",30,839,28032174,1956837,29961,642,33395,"",3.47,1.04,0.99,1.83,2.62,0.96,0.96,"",0,0.0,1,0.1,560867,2.0,98123,5.3,891,3.1,11,1.7,597,1.8
"54009","5","10","71","0","2015","A","",442,7205,283425790,74395649,2063264,757,39339,"",0.94,1.04,1.06,0.99,0.99,1.02,1.02,"",-2,-0.5,67,0.9,14578627,5.4,2831946,4.0,-43503,-2.1,33,4.6,1676,4.4
"54011","0","10","70","0","2015","A","",2782,51605,2078831379,481666025,12537943,775,40283,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-23,-0.8,218,0.4,39402021,1.9,4084576,0.9,-285778,-2.2,12,1.6,595,1.5
"54011","1","10","71","0","2015","A","",28,926,69670405,0,0,1447,75245,"",1.58,0.91,1.15,0.00,0.00,1.27,1.27,"",-1,-3.4,-2,-0.2,1960740,2.9,0,0.0,0,0.0,44,3.1,2308,3.2
"54011","2","10","71","0","2015","A","",36,3234,146861120,193324,4682,873,45409,"",1.79,1.91,2.04,0.07,0.49,1.07,1.07,"",0,0.0,48,1.5,3338123,2.3,-10612,-5.2,295,6.7,7,0.8,365,0.8
"54011","3","10","71","0","2015","A","",62,3241,128224055,10002769,184829,761,39560,"",1.26,0.63,0.69,1.48,2.70,1.09,1.09,"",0,0.0,42,1.3,2630170,2.1,11587,0.1,-5735,-3.0,6,0.8,303,0.8
"54011","5","10","71","0","2015","A","",2656,44204,1734075799,471469932,12348432,754,39229,"",0.99,1.01,0.98,1.00,0.99,0.97,0.98,"",-22,-0.8,131,0.3,31472988,1.8,4083601,0.9,-280338,-2.2,11,1.5,597,1.5
"54013","0","10","70","0","2015","A","",142,1294,53488473,14169197,523742,795,41330,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.7,-127,-8.9,-7025693,-11.6,-2415768,-14.6,-254065,-32.7,-24,-2.9,-1271,-3.0
"54013","1","10","71","0","2015","A","",7,12,419895,0,0,673,34991,"",7.72,0.47,0.27,0.00,0.00,0.58,0.58,"",-2,-22.2,-4,-25.0,-100333,-19.3,0,0.0,0,0.0,44,7.0,2307,7.1
"54013","2","10","71","0","2015","A","",8,62,1944505,0,0,600,31195,"",7.78,1.46,1.05,0.00,0.00,0.71,0.72,"",0,0.0,-2,-3.1,1137,0.1,0,0.0,0,0.0,16,2.7,830,2.7
"54013","3","10","71","0","2015","A","",14,215,7782819,445693,12513,698,36284,"",5.57,1.67,1.63,2.25,4.37,0.98,0.98,"",0,0.0,-2,-0.9,-102458,-1.3,15532,3.6,2447,24.3,1,0.1,16,0.0
"54013","5","10","71","0","2015","A","",113,1005,43341254,13723504,511229,829,43111,"",0.82,0.92,0.96,0.99,0.98,1.04,1.04,"",3,2.7,-118,-10.5,-6824039,-13.6,-2431300,-15.1,-256512,-33.4,-30,-3.5,-1553,-3.5
"54015","0","10","70","0","2015","A","",140,1386,43472108,11530380,437981,603,31376,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-4.8,-24,-1.7,-616061,-1.4,-403450,-3.4,-12580,-2.8,2,0.3,104,0.3
"54015","1","10","71","0","2015","A","",11,12,398661,0,0,626,32544,"",12.31,0.44,0.32,0.00,0.00,0.71,0.70,"",-1,-8.3,-2,-14.3,968,0.2,0,0.0,0,0.0,80,14.7,4137,14.6
"54015","2","10","71","0","2015","A","",8,70,2448377,0,0,669,34811,"",7.89,1.54,1.63,0.00,0.00,1.05,1.05,"",0,0.0,1,1.4,14980,0.6,0,0.0,0,0.0,-5,-0.7,-244,-0.7
"54015","3","10","71","0","2015","A","",18,404,13769278,341059,5763,656,34111,"",7.26,2.93,3.55,2.11,2.41,1.21,1.21,"",0,0.0,12,3.1,66633,0.5,-3620,-1.1,593,11.5,-17,-2.5,-867,-2.5
"54015","5","10","71","0","2015","A","",104,899,26855792,11189321,432218,574,29865,"",0.77,0.76,0.73,0.99,0.99,0.95,0.95,"",-5,-4.6,-36,-3.9,-698642,-2.5,-399830,-3.5,-13173,-3.0,7,1.2,385,1.3
"54017","0","10","70","0","2015","A","",124,1401,58466706,11607387,340016,803,41735,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-2.4,-7,-0.5,717034,1.2,-1285773,-10.0,-78390,-18.7,14,1.8,729,1.8
"54017","1","10","71","0","2015","A","",3,10,502041,0,0,927,48196,"",3.79,0.36,0.30,0.00,0.00,0.78,0.78,"",0,0.0,-1,-9.1,27462,5.8,0,0.0,0,0.0,97,11.7,5052,11.7
"54017","2","10","71","0","2015","A","",9,143,5092050,0,0,686,35650,"",10.02,3.12,2.52,0.00,0.00,0.81,0.81,"",0,0.0,-11,-7.1,-260539,-4.9,0,0.0,0,0.0,17,2.5,836,2.4
"54017","3","10","71","0","2015","A","",16,378,13100840,609203,13439,667,34704,"",7.29,2.72,2.51,3.75,7.23,0.92,0.93,"",0,0.0,18,5.0,838481,6.8,51570,9.2,-618,-4.4,12,1.8,658,1.9
"54017","5","10","71","0","2015","A","",96,870,39771775,10998184,326577,879,45706,"",0.80,0.73,0.80,0.97,0.97,1.10,1.10,"",-3,-3.0,-13,-1.5,111630,0.3,-1337343,-10.8,-77772,-19.2,16,1.9,812,1.8
"54019","0","10","70","0","2015","A","",974,10886,388917734,93840612,2745063,687,35727,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-12,-1.2,-145,-1.3,-2921710,-0.7,595423,0.6,-117694,-4.1,4,0.6,205,0.6
"54019","1","10","71","0","2015","A","",43,245,14827648,0,0,1164,60542,"",6.91,1.14,1.31,0.00,0.00,1.15,1.15,"",-1,-2.3,-26,-9.6,-402667,-2.6,0,0.0,0,0.0,82,7.6,4255,7.6
"54019","2","10","71","0","2015","A","",24,1108,43335417,145977,5109,752,39108,"",3.40,3.11,3.22,0.27,2.43,1.04,1.04,"",0,0.0,-32,-2.8,-303176,-0.7,-63852,-30.4,-2235,-30.4,16,2.2,820,2.1
"54019","3","10","71","0","2015","A","",48,1651,55034956,1388909,23034,641,33331,"",2.78,1.53,1.58,1.06,1.53,1.04,1.04,"",1,2.1,0,0.0,165470,0.3,-1505,-0.1,-3021,-11.6,2,0.3,87,0.3
"54019","5","10","71","0","2015","A","",859,7882,275719713,92305726,2716920,673,34982,"",0.91,0.85,0.84,1.00,1.00,0.98,0.98,"",-13,-1.5,-88,-1.1,-2381337,-0.9,660780,0.7,-112438,-4.0,2,0.3,89,0.3
"54021","0","10","70","0","2015","A","",171,2184,85275576,17114841,546834,751,39052,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-41,-1.8,-410732,-0.5,-804584,-4.5,-49221,-8.3,11,1.5,549,1.4
"54021","1","10","71","0","2015","A","",8,329,21264939,0,0,1245,64733,"",7.33,7.62,8.58,0.00,0.00,1.13,1.13,"",0,0.0,-4,-1.2,68983,0.3,0,0.0,0,0.0,20,1.6,1018,1.6
"54021","2","10","71","0","2015","A","",10,293,12262335,0,0,805,41851,"",8.07,4.10,4.16,0.00,0.00,1.02,1.02,"",0,0.0,0,0.0,-292741,-2.3,0,0.0,0,0.0,-19,-2.3,-975,-2.3
"54021","3","10","71","0","2015","A","",20,241,7755619,471043,7970,620,32214,"",6.60,1.11,1.02,1.97,2.67,0.92,0.92,"",0,0.0,-15,-5.9,52278,0.7,-16970,-3.5,-172,-2.1,41,7.1,2084,6.9
"54021","5","10","71","0","2015","A","",134,1321,43992683,16643798,538864,640,33292,"",0.81,0.71,0.61,0.99,0.99,0.85,0.85,"",1,0.8,-23,-1.7,-239252,-0.5,-787614,-4.5,-49049,-8.3,7,1.1,379,1.2
"54023","0","10","70","0","2015","A","",303,3408,130231028,31404636,1058859,735,38216,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.0,-166,-4.6,-16258788,-11.1,-7915685,-20.1,-518015,-32.9,-53,-6.7,-2771,-6.8
"54023","1","10","71","0","2015","A","",10,46,2771803,0,0,1163,60476,"",5.17,0.68,0.73,0.00,0.00,1.08,1.08,"",0,0.0,-1,-2.1,176326,6.8,0,0.0,0,0.0,99,9.3,5155,9.3
"54023","2","10","71","0","2015","A","",9,70,2384637,0,0,659,34270,"",4.10,0.63,0.53,0.00,0.00,0.85,0.85,"",0,0.0,-8,-10.3,-94850,-3.8,0,0.0,0,0.0,48,7.9,2482,7.8
"54023","3","10","71","0","2015","A","",25,808,29059625,928450,21274,692,35980,"",4.66,2.39,2.50,2.11,3.67,1.05,1.05,"",2,8.7,6,0.7,755600,2.7,34575,3.9,3859,22.2,14,2.1,707,2.0
"54023","5","10","71","0","2015","A","",260,2485,96014963,30476186,1037585,743,38643,"",0.89,0.86,0.87,0.99,0.99,1.01,1.01,"",2,0.8,-162,-6.1,-17095864,-15.1,-7950260,-20.7,-521874,-33.5,-79,-9.6,-4093,-9.6
"54025","0","10","70","0","2015","A","",1104,13226,469050785,138171387,4507071,682,35465,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.1,-101,-0.8,10105243,2.2,1020230,0.7,14760,0.3,20,3.0,1028,3.0
"54025","1","10","71","0","2015","A","",25,90,4583072,0,0,979,50923,"",3.55,0.34,0.34,0.00,0.00,0.98,0.98,"",0,0.0,1,1.1,318688,7.5,0,0.0,0,0.0,57,6.2,2964,6.2
"54025","2","10","71","0","2015","A","",24,850,39489991,87073,2491,894,46486,"",3.00,1.96,2.44,0.11,0.72,1.24,1.24,"",0,0.0,-43,-4.8,-1621877,-3.9,-35341,-28.9,-1168,-31.9,9,1.0,444,1.0
"54025","3","10","71","0","2015","A","",46,1208,44841613,1525558,36731,714,37121,"",2.35,0.92,1.07,0.79,1.49,1.16,1.16,"",0,0.0,6,0.5,734508,1.7,-74086,-4.6,-3438,-8.6,8,1.1,419,1.1
"54025","5","10","71","0","2015","A","",1009,11078,380136109,136558756,4467849,660,34313,"",0.94,0.99,0.96,1.01,1.00,0.97,0.97,"",-1,-0.1,-66,-0.6,10673924,2.9,1129657,0.8,19366,0.4,22,3.4,1158,3.5
"54027","0","10","70","0","2015","A","",427,3995,123823581,31923402,978544,596,30994,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.7,62,1.6,3727346,3.1,980805,3.2,89418,10.1,9,1.5,458,1.5
"54027","1","10","71","0","2015","A","",19,39,1362497,0,0,668,34713,"",6.97,0.49,0.38,0.00,0.00,0.76,0.76,"",-1,-5.0,-1,-2.5,-54016,-3.8,0,0.0,0,0.0,-22,-3.2,-1148,-3.2
"54027","2","10","71","0","2015","A","",16,510,17888076,0,0,675,35086,"",5.17,3.90,4.18,0.00,0.00,1.07,1.07,"",0,0.0,-3,-0.6,42920,0.2,0,0.0,0,0.0,6,0.9,323,0.9
"54027","3","10","71","0","2015","A","",28,786,25689695,1190777,19429,628,32670,"",3.70,1.98,2.32,2.67,3.63,1.17,1.17,"",-1,-3.4,-10,-1.3,572299,2.3,87703,8.0,1333,7.4,21,3.5,1125,3.6
"54027","5","10","71","0","2015","A","",364,2660,78883313,30732625,959115,570,29659,"",0.88,0.79,0.75,0.98,0.99,0.96,0.96,"",5,1.4,76,2.9,3166143,4.2,893102,3.0,88085,10.1,6,1.1,356,1.2
"54029","0","10","70","0","2015","A","",659,10035,362156860,106934204,2973337,694,36091,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.3,-164,-1.6,-5322139,-1.4,-2906225,-2.6,-490213,-14.2,1,0.1,60,0.2
"54029","1","10","71","0","2015","A","",6,59,3577233,0,0,1166,60631,"",1.43,0.30,0.34,0.00,0.00,1.14,1.14,"",0,0.0,4,7.3,327139,10.1,0,0.0,0,0.0,38,3.4,1983,3.4
"54029","2","10","71","0","2015","A","",14,210,6235810,0,0,572,29742,"",2.93,0.64,0.50,0.00,0.00,0.78,0.78,"",0,0.0,-5,-2.3,-145997,-2.3,0,0.0,0,0.0,1,0.2,71,0.2
"54029","3","10","71","0","2015","A","",28,1070,38696053,2345061,45213,696,36170,"",2.40,1.07,1.20,1.57,2.78,1.12,1.12,"",-1,-3.4,9,0.8,-42788,-0.1,40359,1.8,5403,13.6,-6,-0.9,-333,-0.9
"54029","5","10","71","0","2015","A","",610,8696,313647764,104589143,2928124,694,36068,"",0.96,1.02,1.02,1.00,0.99,1.00,1.00,"",-1,-0.2,-171,-1.9,-5460493,-1.7,-2946584,-2.7,-495616,-14.5,2,0.3,81,0.2
"54031","0","10","70","0","2015","A","",331,5744,181580087,64656288,1995595,608,31612,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,46,0.8,8558590,4.9,2182942,3.5,114070,6.1,24,4.1,1244,4.1
"54031","1","10","71","0","2015","A","",9,45,2503426,0,0,1082,56257,"",4.26,0.40,0.47,0.00,0.00,1.21,1.21,"",0,0.0,-3,-6.2,-143491,-5.4,0,0.0,0,0.0,20,1.9,1017,1.8
"54031","2","10","71","0","2015","A","",16,256,7899044,32095,1125,595,30916,"",6.67,1.36,1.26,0.08,0.74,0.93,0.93,"",0,0.0,-10,-3.8,305597,4.0,2191,7.3,78,7.4,46,8.4,2387,8.4
"54031","3","10","71","0","2015","A","",25,464,16427382,370718,6636,681,35410,"",4.26,0.81,1.01,0.41,0.61,1.25,1.25,"",0,0.0,3,0.7,242416,1.5,16621,4.7,-54,-0.8,5,0.7,276,0.8
"54031","5","10","71","0","2015","A","",281,4980,154750235,64253475,1987834,598,31073,"",0.88,1.02,1.01,1.01,1.00,0.98,0.98,"",0,0.0,57,1.2,8154068,5.6,2164130,3.5,114046,6.1,25,4.4,1294,4.3
"54033","0","10","70","0","2015","A","",2100,35103,1599745323,325173581,8803993,876,45573,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-212,-0.6,779471,0.0,-9011247,-2.7,-1344404,-13.2,5,0.6,296,0.7
"54033","1","10","71","0","2015","A","",42,3862,287073041,0,0,1429,74328,"",3.13,5.57,6.17,0.00,0.00,1.11,1.11,"",0,0.0,-80,-2.0,1956551,0.7,0,0.0,0,0.0,38,2.7,2003,2.8
"54033","2","10","71","0","2015","A","",26,962,35492223,93928,3288,709,36878,"",1.71,0.84,0.64,0.05,0.49,0.77,0.77,"",-1,-3.7,5,0.5,995113,2.9,-36644,-28.1,-1282,-28.1,15,2.2,815,2.3
"54033","3","10","71","0","2015","A","",68,2822,113734040,1652804,34334,775,40304,"",1.83,0.81,0.80,0.36,0.71,0.98,0.98,"",1,1.5,13,0.5,2340951,2.1,51323,3.2,-10631,-23.6,12,1.6,646,1.6
"54033","5","10","71","0","2015","A","",1964,27456,1163446019,323426849,8766371,815,42375,"",0.97,0.92,0.86,1.01,1.00,0.93,0.93,"",0,0.0,-151,-0.5,-4513144,-0.4,-9025926,-2.7,-1332491,-13.2,1,0.1,69,0.2
"54035","0","10","70","0","2015","A","",613,7764,287453181,76745697,2342285,712,37024,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.8,110,1.4,3767397,1.3,1794315,2.4,-134426,-5.4,-1,-0.1,-41,-0.1
"54035","1","10","71","0","2015","A","",15,73,3508046,0,0,924,48055,"",3.83,0.48,0.42,0.00,0.00,0.88,0.88,"",0,0.0,-2,-2.7,130496,3.9,0,0.0,0,0.0,63,7.3,3270,7.3
"54035","2","10","71","0","2015","A","",17,261,7814234,72426,2533,576,29978,"",3.83,1.03,0.79,0.16,1.41,0.77,0.77,"",1,6.2,13,5.2,456810,6.2,-16244,-18.3,-571,-18.4,6,1.1,331,1.1
"54035","3","10","71","0","2015","A","",34,978,40514004,400104,9352,797,41447,"",3.13,1.27,1.58,0.37,0.73,1.25,1.25,"",1,3.0,-18,-1.8,312196,0.8,-8518,-2.1,-1483,-13.7,21,2.7,1084,2.7
"54035","5","10","71","0","2015","A","",547,6453,235616897,76273167,2330400,702,36514,"",0.92,0.98,0.97,1.01,1.00,0.99,0.99,"",2,0.4,119,1.9,2867895,1.2,1819077,2.4,-132372,-5.4,-5,-0.7,-231,-0.6
"54037","0","10","70","0","2015","A","",1080,15341,619400921,142231265,3883691,776,40376,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,1.7,502,3.4,67375201,12.2,5034782,3.7,134353,3.6,61,8.5,3176,8.5
"54037","1","10","71","0","2015","A","",27,1176,103322449,0,0,1690,87859,"",3.92,3.88,5.74,0.00,0.00,1.48,1.48,"",1,3.8,403,52.1,43209147,71.9,0,0.0,0,0.0,194,13.0,10051,12.9
"54037","2","10","71","0","2015","A","",13,810,30255830,0,0,719,37364,"",1.66,1.61,1.41,0.00,0.00,0.88,0.88,"",0,0.0,-10,-1.2,-364047,-1.2,0,0.0,0,0.0,1,0.1,15,0.0
"54037","3","10","71","0","2015","A","",44,1795,76370247,752191,41532,818,42536,"",2.30,1.18,1.38,0.38,1.96,1.17,1.17,"",3,7.3,-116,-6.1,1109540,1.5,119055,18.8,25014,151.4,61,8.1,3151,8.0
"54037","5","10","71","0","2015","A","",997,11560,409452395,141479074,3842159,681,35421,"",0.95,0.89,0.78,1.01,1.00,0.88,0.88,"",15,1.5,224,2.0,23420561,6.1,4915727,3.6,109339,2.9,26,4.0,1367,4.0
"54039","0","10","70","0","2015","A","",5931,102811,4601364898,964295340,25884005,861,44755,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-22,-0.4,-812,-0.8,64491308,1.4,13929588,1.5,-284442,-1.1,19,2.3,973,2.2
"54039","1","10","71","0","2015","A","",86,2063,146233756,0,0,1363,70881,"",2.27,1.02,1.09,0.00,0.00,1.08,1.08,"",-1,-1.1,0,0.0,3428170,2.4,0,0.0,0,0.0,32,2.4,1664,2.4
"54039","2","10","71","0","2015","A","",121,11091,485600936,7638774,230294,842,43785,"",2.82,3.30,3.05,1.36,11.61,0.93,0.93,"",1,0.8,31,0.3,-3403828,-0.7,-1107830,-12.7,-41504,-15.3,-8,-0.9,-428,-1.0
"54039","3","10","71","0","2015","A","",146,8225,307175528,6400210,118847,718,37346,"",1.39,0.81,0.75,0.47,0.84,0.93,0.93,"",0,0.0,-81,-1.0,8612073,2.9,47541,0.7,-3928,-3.2,27,3.9,1399,3.9
"54039","5","10","71","0","2015","A","",5579,81433,3662354678,950256356,25534864,865,44974,"",0.97,0.93,0.94,1.01,0.99,1.01,1.01,"",-22,-0.4,-761,-0.9,55854893,1.5,14989877,1.6,-239010,-0.9,21,2.5,1096,2.5
"54041","0","10","70","0","2015","A","",464,6650,291470391,64741145,1953189,843,43832,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-12,-2.5,-279,-4.0,-32953369,-10.2,-4511719,-6.5,-380986,-16.3,-57,-6.3,-2991,-6.4
"54041","1","10","71","0","2015","A","",13,55,2519595,0,0,877,45604,"",4.39,0.42,0.30,0.00,0.00,0.71,0.71,"",-1,-7.1,2,3.8,35969,1.4,0,0.0,0,0.0,-24,-2.7,-1257,-2.7
"54041","2","10","71","0","2015","A","",13,734,27616198,29665,1038,723,37616,"",3.87,3.37,2.74,0.08,0.69,0.81,0.81,"",0,0.0,-26,-3.4,484362,1.8,-33607,-53.1,-1177,-53.1,36,5.2,1908,5.3
"54041","3","10","71","0","2015","A","",21,601,21688075,411514,6506,694,36112,"",2.56,0.91,0.83,0.45,0.61,0.92,0.92,"",1,5.0,11,1.9,315836,1.5,27867,7.3,509,8.5,-2,-0.3,-97,-0.3
"54041","5","10","71","0","2015","A","",416,5260,239646523,64299966,1945645,876,45563,"",0.93,0.93,0.97,1.01,1.00,1.04,1.04,"",-13,-3.0,-266,-4.8,-33789536,-12.4,-4505979,-6.5,-380318,-16.4,-76,-8.0,-3922,-7.9
"54043","0","10","70","0","2015","A","",288,2577,92360079,18317397,592224,689,35839,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-224,-8.0,-15298942,-14.2,-5828493,-24.1,-126620,-17.6,-50,-6.8,-2600,-6.8
"54043","1","10","71","0","2015","A","",11,37,1407874,0,0,737,38309,"",5.98,0.73,0.52,0.00,0.00,0.73,0.73,"",0,0.0,1,2.8,182067,14.9,0,0.0,0,0.0,90,13.9,4648,13.8
"54043","2","10","71","0","2015","A","",11,138,4523685,0,0,630,32761,"",5.27,1.64,1.42,0.00,0.00,0.87,0.87,"",1,10.0,1,0.7,188224,4.3,0,0.0,0,0.0,21,3.4,1096,3.5
"54043","3","10","71","0","2015","A","",23,693,25564080,391593,7182,710,36902,"",4.51,2.71,3.10,1.53,2.22,1.15,1.15,"",0,0.0,50,7.8,1976094,8.4,-24215,-5.8,-1180,-14.1,5,0.7,227,0.6
"54043","5","10","71","0","2015","A","",243,1710,60864440,17925804,585042,685,35604,"",0.87,0.78,0.78,1.00,0.99,1.00,0.99,"",0,0.0,-274,-13.8,-17645327,-22.5,-5804278,-24.5,-125440,-17.7,-76,-10.0,-3962,-10.0
"54045","0","10","70","0","2015","A","",885,10227,415894804,108171634,3266380,782,40665,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-1.0,-557,-5.2,-32328276,-7.2,-4807510,-4.3,-77267,-2.3,-17,-2.1,-899,-2.2
"54045","1","10","71","0","2015","A","",33,90,5185581,0,0,1107,57564,"",5.84,0.45,0.43,0.00,0.00,0.96,0.96,"",-3,-8.3,-16,-15.1,-103783,-2.0,0,0.0,0,0.0,144,15.0,7467,14.9
"54045","2","10","71","0","2015","A","",22,612,21147487,59964,2098,664,34545,"",3.43,1.83,1.47,0.09,0.84,0.80,0.80,"",0,0.0,-5,-0.8,83369,0.4,30059,100.5,1051,100.4,7,1.1,382,1.1
"54045","3","10","71","0","2015","A","",49,1369,52996380,772034,22775,745,38726,"",3.13,1.35,1.43,0.51,1.28,1.06,1.06,"",0,0.0,-35,-2.5,628890,1.2,-62084,-7.4,8743,62.3,27,3.8,1414,3.8
"54045","5","10","71","0","2015","A","",780,8157,336565356,107339636,3241507,794,41263,"",0.91,0.94,0.96,1.01,1.00,1.02,1.02,"",-8,-1.0,-501,-5.8,-32936752,-8.9,-4775485,-4.3,-87061,-2.6,-27,-3.3,-1414,-3.3
"54047","0","10","70","0","2015","A","",392,4797,191577640,37564802,1237020,768,39941,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-13,-3.2,-472,-9.0,-36961207,-16.2,-6707834,-15.2,-209611,-14.5,-66,-7.9,-3437,-7.9
"54047","1","10","71","0","2015","A","",36,368,20995325,0,0,1097,57065,"",14.38,3.88,3.77,0.00,0.00,0.97,0.97,"",0,0.0,-18,-4.7,57036,0.3,0,0.0,0,0.0,55,5.3,2868,5.3
"54047","2","10","71","0","2015","A","",15,476,15433496,24388,853,624,32423,"",5.28,3.03,2.33,0.11,0.90,0.77,0.77,"",0,0.0,-4,-0.8,-92201,-0.6,-12780,-34.4,-448,-34.4,2,0.3,89,0.3
"54047","3","10","71","0","2015","A","",43,1124,35765494,2148456,32587,612,31808,"",6.19,2.36,2.09,4.09,4.82,0.89,0.89,"",1,2.4,-37,-3.2,-254187,-0.7,185073,9.4,-84,-0.3,15,2.5,770,2.5
"54047","5","10","71","0","2015","A","",298,2828,119383325,35391958,1203580,812,42212,"",0.78,0.70,0.74,0.96,0.98,1.06,1.06,"",-14,-4.5,-414,-12.8,-36671855,-23.5,-6880127,-16.3,-209079,-14.8,-114,-12.3,-5930,-12.3
"54049","0","10","70","0","2015","A","",1368,19143,797377273,209537261,5600760,801,41653,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-0.7,-730,-3.7,-26634682,-3.2,-5613206,-2.6,-304970,-5.2,4,0.5,188,0.5
"54049","1","10","71","0","2015","A","",22,179,12028823,0,0,1295,67326,"",2.52,0.47,0.52,0.00,0.00,1.10,1.10,"",0,0.0,-44,-19.7,-3882071,-24.4,0,0.0,0,0.0,-75,-5.5,-3917,-5.5
"54049","2","10","71","0","2015","A","",21,1123,44613555,74260,2599,764,39727,"",2.12,1.79,1.62,0.06,0.61,0.90,0.90,"",0,0.0,-8,-0.7,-444800,-1.0,-36529,-33.0,-1278,-33.0,-2,-0.3,-127,-0.3
"54049","3","10","71","0","2015","A","",61,2680,103814177,10294287,262963,745,38731,"",2.52,1.41,1.46,3.51,8.59,1.03,1.03,"",-1,-1.6,32,1.2,3110442,3.1,2470404,31.6,64389,32.4,14,1.9,696,1.8
"54049","5","10","71","0","2015","A","",1263,15161,636920718,199168714,5335198,808,42010,"",0.95,0.93,0.94,0.97,0.96,1.01,1.01,"",-9,-0.7,-710,-4.5,-25418253,-3.8,-8047081,-3.9,-368081,-6.5,5,0.6,277,0.7
"54051","0","10","70","0","2015","A","",579,10601,535268367,107071208,2687780,971,50491,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.9,-567,-5.1,-50175640,-8.6,-29818380,-21.8,-1302159,-32.6,-37,-3.7,-1932,-3.7
"54051","1","10","71","0","2015","A","",9,47,2436797,0,0,1002,52124,"",2.43,0.22,0.16,0.00,0.00,0.70,0.70,"",1,12.5,0,0.0,1025,0.0,0,0.0,0,0.0,0,0.0,22,0.0
"54051","2","10","71","0","2015","A","",18,478,17851765,28817,1008,718,37360,"",4.29,1.38,0.97,0.05,0.49,0.70,0.70,"",0,0.0,-1,-0.2,226713,1.3,-17480,-37.8,-612,-37.8,10,1.4,558,1.5
"54051","3","10","71","0","2015","A","",39,1305,46953704,645923,13612,692,35968,"",3.80,1.24,0.98,0.43,0.93,0.79,0.79,"",-1,-2.5,66,5.3,1708027,3.8,47582,8.0,-427,-3.0,-10,-1.4,-555,-1.5
"54051","5","10","71","0","2015","A","",513,8771,468026101,106396468,2673160,1026,53360,"",0.91,0.98,1.03,1.01,1.00,1.06,1.06,"",5,1.0,-632,-6.7,-52111405,-10.0,-29848482,-21.9,-1301120,-32.7,-38,-3.6,-1955,-3.5
"54053","0","10","70","0","2015","A","",407,5621,235813162,45797998,1320378,807,41952,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.0,-149,-2.6,2991020,1.3,-3094113,-6.3,-155598,-10.5,31,4.0,1600,4.0
"54053","1","10","71","0","2015","A","",20,105,5378996,0,0,981,51026,"",7.70,0.95,0.78,0.00,0.00,0.83,0.83,"",0,0.0,0,0.0,83229,1.6,0,0.0,0,0.0,11,1.1,590,1.2
